공지일시,노선명,사고유형,주행방향,통제차로수,기상상태,지속시간_분,위험도_점수,위험_등급,위도,경도
2024-09-03 05:23:00,중부고속도로,낙하물,상행,0,맑음,78,0.0,0,37.7435,127.17931
2024-09-03 19:31:00,호남고속도로,낙하물,하행,1,맑음,56,0.55,1,35.09377,127.34012
2024-09-04 02:22:00,중부고속도로,교통사고,하행,1,맑음,98,0.61,1,37.43282,129.17107
2024-09-04 08:30:00,동해고속도로,교통사고,상행,0,흐림,148,0.0,0,38.01212,127.32549
2024-09-04 18:45:00,경부고속도로,교통사고,상행,1,맑음,121,0.82,1,35.61544,127.20478
2024-09-05 15:20:00,경부고속도로,낙하물,상행,0,맑음,58,0.0,0,35.48131,127.71991
2024-09-05 17:19:00,경부고속도로,차량고장,하행,2,흐림,58,1.968,2,35.59627,127.13463
2024-09-06 08:02:00,영동고속도로,공사,하행,1,흐림,67,0.924,1,36.02795,126.5165
2024-09-06 08:06:00,통영대전고속도로,차량고장,하행,1,맑음,51,0.58,1,37.60957,127.39499
2024-09-06 11:39:00,남해고속도로,교통사고,하행,1,안개,112,1.224,1,38.39333,128.70634
2024-09-06 12:42:00,서해안고속도로,교통사고,상행,0,맑음,66,0.0,0,35.04588,128.19044
2024-09-06 16:12:00,경부고속도로,차량고장,상행,0,비,28,0.0,0,37.01292,126.6451
2024-09-06 16:12:00,호남고속도로,차량고장,상행,0,흐림,121,0.0,0,35.9982,126.8717
2024-09-07 08:08:00,호남고속도로,차량고장,하행,0,흐림,70,0.0,0,35.18655,129.20519
2024-09-07 09:58:00,통영대전고속도로,공사,상행,2,눈,162,2.32,2,37.7726,126.82438
2024-09-07 14:24:00,서해안고속도로,교통사고,하행,3,맑음,58,2.22,2,36.58595,128.21571
2024-09-08 04:05:00,동해고속도로,공사,상행,0,흐림,90,0.0,0,35.13971,127.96688
2024-09-08 17:28:00,호남고속도로,교통사고,하행,2,눈,102,2.2,2,35.13241,128.3
2024-09-09 16:19:00,동해고속도로,교통사고,상행,0,흐림,142,0.0,0,35.49809,127.46114
2024-09-10 16:00:00,호남고속도로,차량고장,하행,3,비,105,2.475,2,35.39076,127.38077
2024-09-10 18:32:00,경부고속도로,교통사고,상행,2,맑음,90,1.64,2,35.29368,127.45057
2024-09-11 09:28:00,통영대전고속도로,낙하물,하행,1,맑음,140,0.58,1,34.96011,128.62959
2024-09-11 12:29:00,중부고속도로,기상악화,하행,1,눈,70,1.22,1,36.31328,128.60631
2024-09-11 14:31:00,경부고속도로,공사,상행,2,맑음,47,1.64,2,37.36082,128.79496
2024-09-11 19:03:00,영동고속도로,공사,상행,0,비,19,0.0,0,35.71584,127.48106
2024-09-12 07:02:00,통영대전고속도로,기상악화,상행,1,맑음,164,0.58,1,35.86974,128.69213
2024-09-12 07:43:00,경부고속도로,공사,상행,1,눈,111,1.64,2,38.46412,128.8071
2024-09-12 10:01:00,광주대구고속도로,기상악화,하행,0,흐림,129,0.0,0,35.09802,127.43416
2024-09-12 12:35:00,남해고속도로,기상악화,상행,1,흐림,160,0.816,1,35.86682,128.02616
2024-09-13 07:35:00,남해고속도로,공사,상행,3,안개,99,3.672,2,38.03966,127.01161
2024-09-13 07:37:00,남해고속도로,교통사고,하행,0,맑음,95,0.0,0,36.19583,127.06798
2024-09-13 11:00:00,경부고속도로,교통사고,하행,2,맑음,153,1.64,2,36.32935,129.22501
2024-09-13 16:51:00,중부고속도로,기상악화,상행,1,맑음,133,0.61,1,35.16815,129.38587
2024-09-14 08:29:00,영동고속도로,교통사고,하행,2,맑음,152,1.54,2,37.75121,128.96019
2024-09-14 10:11:00,서해안고속도로,교통사고,하행,2,흐림,46,1.776,2,36.00767,128.11545
2024-09-15 12:47:00,통영대전고속도로,기상악화,상행,0,눈,62,0.0,0,35.93605,127.75225
2024-09-16 00:01:00,중부고속도로,공사,상행,0,맑음,116,0.0,0,34.53385,129.42838
2024-09-16 12:15:00,통영대전고속도로,차량고장,하행,1,비,84,0.87,1,34.97543,128.49198
2024-09-16 18:36:00,영동고속도로,차량고장,하행,2,눈,179,3.08,2,36.22319,128.61549
2024-09-16 19:01:00,서해안고속도로,교통사고,상행,1,안개,96,1.332,1,38.16664,127.62156
2024-09-16 23:38:00,호남고속도로,교통사고,상행,0,비,134,0.0,0,36.38816,127.84491
2024-09-17 19:03:00,영동고속도로,공사,상행,0,흐림,79,0.0,0,37.00441,126.81746
2024-09-17 19:14:00,동해고속도로,차량고장,상행,0,비,99,0.0,0,37.49969,126.84674
2024-09-18 09:26:00,중앙고속도로,공사,상행,3,맑음,154,1.89,2,35.56642,126.56722
2024-09-20 09:24:00,영동고속도로,낙하물,상행,1,흐림,135,0.924,1,35.40478,126.63026
2024-09-20 23:20:00,서해안고속도로,교통사고,상행,0,맑음,91,0.0,0,36.40799,127.04058
2024-09-21 07:17:00,중앙고속도로,교통사고,하행,1,비,82,0.945,1,37.16918,128.11312
2024-09-21 13:30:00,서해안고속도로,교통사고,상행,1,흐림,148,0.888,1,37.78294,127.56891
2024-09-21 23:22:00,호남고속도로,교통사고,하행,0,눈,74,0.0,0,38.06922,128.14045
2024-09-22 09:39:00,서해안고속도로,교통사고,상행,1,눈,72,1.48,1,37.87892,128.58735
2024-09-22 13:55:00,경부고속도로,교통사고,하행,1,흐림,110,0.984,1,37.3952,129.22412
2024-09-22 15:36:00,광주대구고속도로,공사,하행,1,맑음,88,0.52,1,38.3082,128.71962
2024-09-22 18:59:00,중앙고속도로,기상악화,상행,2,흐림,73,1.512,2,37.85192,128.61076
2024-09-23 19:00:00,호남고속도로,교통사고,하행,1,눈,48,1.1,1,35.80796,128.47908
2024-09-24 18:50:00,중부고속도로,공사,하행,2,흐림,66,1.464,1,37.72488,127.13837
2024-09-25 18:13:00,서해안고속도로,교통사고,상행,0,흐림,129,0.0,0,35.31157,128.64677
2024-09-26 15:43:00,동해고속도로,교통사고,하행,1,비,111,0.735,1,37.40046,128.22171
2024-09-26 20:42:00,동해고속도로,차량고장,하행,1,흐림,141,0.588,1,36.325,129.19684
2024-09-27 13:00:00,호남고속도로,교통사고,하행,2,맑음,104,1.1,1,35.51819,128.89224
2024-09-27 16:59:00,중앙고속도로,낙하물,상행,2,흐림,23,1.512,2,34.54055,127.51426
2024-09-28 00:04:00,남해고속도로,교통사고,상행,0,비,133,0.0,0,36.56556,126.52614
2024-09-28 13:57:00,통영대전고속도로,기상악화,하행,1,흐림,83,0.696,1,35.12683,127.98222
2024-10-02 01:17:00,호남고속도로,교통사고,하행,1,안개,173,0.99,1,36.90448,128.88792
2024-10-02 06:41:00,광주대구고속도로,교통사고,하행,3,맑음,48,1.56,2,35.0162,128.89413
2024-10-02 12:04:00,영동고속도로,낙하물,상행,1,맑음,31,0.77,1,37.52949,128.65598
2024-10-02 17:55:00,광주대구고속도로,교통사고,상행,0,맑음,27,0.0,0,36.35128,127.47528
2024-10-03 11:39:00,남해고속도로,교통사고,하행,0,맑음,72,0.0,0,37.68427,126.63663
2024-10-04 09:01:00,영동고속도로,교통사고,상행,1,맑음,129,0.77,1,37.96096,129.36658
2024-10-04 20:35:00,영동고속도로,교통사고,상행,1,흐림,110,0.924,1,35.76899,127.38729
2024-10-04 23:58:00,동해고속도로,기상악화,상행,2,비,129,1.47,1,38.00963,127.70839
2024-10-05 22:35:00,남해고속도로,기상악화,하행,1,흐림,168,0.816,1,38.0439,126.55865
2024-10-05 23:37:00,남해고속도로,차량고장,하행,1,맑음,54,0.68,1,35.27873,128.31952
2024-10-06 08:11:00,광주대구고속도로,낙하물,상행,0,흐림,22,0.0,0,35.23196,127.55042
2024-10-06 08:47:00,통영대전고속도로,교통사고,상행,1,흐림,121,0.696,1,34.64882,126.75589
2024-10-06 17:54:00,호남고속도로,차량고장,상행,1,맑음,120,0.55,1,37.97683,129.29514
2024-10-07 09:07:00,서해안고속도로,차량고장,상행,1,흐림,18,0.888,1,35.58393,128.51384
2024-10-07 12:32:00,경부고속도로,공사,하행,1,비,105,1.23,1,37.79794,128.80645
2024-10-08 05:55:00,호남고속도로,교통사고,상행,1,비,64,0.825,1,37.23485,128.86027
2024-10-08 17:00:00,남해고속도로,교통사고,상행,0,비,93,0.0,0,35.60288,127.28177
2024-10-09 07:17:00,동해고속도로,교통사고,하행,0,맑음,82,0.0,0,34.83316,128.90548
2024-10-09 15:19:00,통영대전고속도로,교통사고,상행,0,안개,113,0.0,0,36.44688,128.05282
2024-10-10 07:51:00,동해고속도로,교통사고,하행,0,눈,11,0.0,0,34.76542,128.36703
2024-10-10 09:45:00,광주대구고속도로,교통사고,하행,1,흐림,127,0.624,1,36.9438,126.67329
2024-10-10 13:09:00,호남고속도로,기상악화,하행,0,맑음,56,0.0,0,35.77136,127.00711
2024-10-10 19:38:00,광주대구고속도로,공사,상행,0,눈,104,0.0,0,38.3759,126.64245
2024-10-11 10:35:00,동해고속도로,교통사고,상행,0,맑음,64,0.0,0,35.91124,128.87124
2024-10-11 13:25:00,호남고속도로,교통사고,하행,0,눈,30,0.0,0,35.36392,129.43932
2024-10-11 17:14:00,중앙고속도로,교통사고,하행,3,흐림,111,2.268,2,37.89661,128.98679
2024-10-11 18:06:00,영동고속도로,교통사고,상행,0,비,13,0.0,0,34.92242,126.54104
2024-10-13 06:05:00,중부고속도로,낙하물,상행,3,맑음,131,1.83,2,37.14213,128.00868
2024-10-14 09:11:00,중부고속도로,공사,하행,0,맑음,31,0.0,0,36.88735,128.96793
2024-10-14 12:24:00,통영대전고속도로,낙하물,상행,1,맑음,130,0.58,1,38.17369,128.64593
2024-10-14 13:08:00,동해고속도로,공사,상행,0,안개,80,0.0,0,36.99906,126.93768
2024-10-15 11:35:00,경부고속도로,차량고장,상행,2,맑음,155,1.64,2,35.11077,128.09405
2024-10-15 11:38:00,중부고속도로,교통사고,상행,0,비,174,0.0,0,37.54028,127.00381
2024-10-15 15:39:00,동해고속도로,차량고장,하행,0,맑음,165,0.0,0,38.00175,127.32839
2024-10-15 17:21:00,중부고속도로,교통사고,하행,0,안개,86,0.0,0,35.52647,128.71179
2024-10-16 14:21:00,중앙고속도로,공사,상행,1,맑음,151,0.63,1,34.54898,129.45168
2024-10-18 09:18:00,경부고속도로,공사,하행,3,흐림,119,2.952,2,35.89633,129.19471
2024-10-18 09:53:00,남해고속도로,교통사고,하행,1,눈,141,1.36,1,38.27116,126.71777
2024-10-18 15:09:00,남해고속도로,교통사고,하행,0,맑음,87,0.0,0,35.12565,128.40256
2024-10-19 18:03:00,호남고속도로,낙하물,상행,0,맑음,43,0.0,0,38.02466,128.01125
2024-10-21 19:41:00,경부고속도로,차량고장,상행,2,비,36,2.46,2,36.77669,127.97921
2024-10-22 07:36:00,영동고속도로,공사,하행,2,흐림,28,1.848,2,36.20218,128.18365
2024-10-22 14:37:00,통영대전고속도로,공사,하행,1,맑음,92,0.58,1,35.61776,128.73133
2024-10-23 07:07:00,남해고속도로,교통사고,하행,2,맑음,169,1.36,1,37.09639,127.02095
2024-10-23 11:39:00,남해고속도로,교통사고,하행,2,흐림,118,1.632,2,35.99636,129.22355
2024-10-23 19:07:00,서해안고속도로,기상악화,하행,2,흐림,142,1.776,2,36.89912,128.69349
2024-10-24 12:51:00,남해고속도로,교통사고,하행,1,비,17,1.02,1,36.60346,126.66391
2024-10-24 13:23:00,호남고속도로,낙하물,하행,1,맑음,155,0.55,1,37.51244,127.57048
2024-10-25 03:06:00,영동고속도로,공사,상행,0,맑음,31,0.0,0,36.05778,127.19063
2024-10-25 07:41:00,통영대전고속도로,교통사고,하행,1,눈,121,1.16,1,36.86433,127.37946
2024-10-25 08:35:00,경부고속도로,차량고장,상행,1,흐림,124,0.984,1,38.17434,128.5429
2024-10-25 19:25:00,영동고속도로,공사,하행,3,눈,83,4.62,2,34.89982,128.46166
2024-10-25 22:08:00,서해안고속도로,공사,상행,0,맑음,61,0.0,0,36.29783,126.55908
2024-10-26 06:45:00,영동고속도로,차량고장,상행,3,비,153,3.465,2,36.31003,127.93719
2024-10-26 07:15:00,경부고속도로,차량고장,하행,1,흐림,164,0.984,1,35.64999,127.22443
2024-10-26 09:58:00,동해고속도로,교통사고,상행,0,흐림,16,0.0,0,36.539,126.80137
2024-10-27 01:21:00,호남고속도로,차량고장,상행,2,흐림,117,1.32,1,34.61228,128.6234
2024-10-27 07:11:00,동해고속도로,공사,하행,0,비,140,0.0,0,35.55166,127.80245
2024-10-27 15:57:00,동해고속도로,교통사고,상행,1,비,157,0.735,1,36.83195,129.34977
2024-10-28 02:52:00,광주대구고속도로,교통사고,하행,0,흐림,50,0.0,0,35.48764,128.62025
2024-10-28 07:09:00,광주대구고속도로,교통사고,하행,2,맑음,52,1.04,1,37.7043,129.34215
2024-10-28 18:52:00,통영대전고속도로,기상악화,상행,1,눈,143,1.16,1,36.92558,128.96838
2024-11-01 12:55:00,통영대전고속도로,낙하물,하행,2,맑음,50,1.16,1,37.8838,128.25318
2024-11-01 17:17:00,영동고속도로,공사,상행,1,맑음,23,0.77,1,37.00086,127.58799
2024-11-02 16:00:00,서해안고속도로,교통사고,상행,2,흐림,108,1.776,2,38.27724,128.97012
2024-11-03 17:35:00,중앙고속도로,교통사고,상행,1,맑음,97,0.63,1,35.49071,127.23015
2024-11-04 17:15:00,영동고속도로,교통사고,하행,0,맑음,146,0.0,0,38.36697,128.95131
2024-11-04 18:43:00,경부고속도로,교통사고,하행,2,맑음,67,1.64,2,37.06725,129.47796
2024-11-04 21:12:00,경부고속도로,낙하물,상행,0,비,28,0.0,0,35.89278,128.25906
2024-11-05 07:28:00,영동고속도로,공사,상행,1,흐림,79,0.924,1,36.50853,129.3605
2024-11-05 09:15:00,남해고속도로,교통사고,하행,0,맑음,156,0.0,0,34.71724,127.32003
2024-11-05 10:19:00,호남고속도로,교통사고,상행,1,맑음,59,0.55,1,35.55382,128.59061
2024-11-05 17:28:00,서해안고속도로,교통사고,상행,1,맑음,35,0.74,1,35.54402,127.60515
2024-11-05 21:25:00,광주대구고속도로,교통사고,하행,1,흐림,99,0.624,1,37.44392,128.38673
2024-11-06 12:26:00,광주대구고속도로,차량고장,상행,0,맑음,136,0.0,0,38.26853,127.29296
2024-11-06 15:01:00,서해안고속도로,교통사고,상행,1,흐림,28,0.888,1,35.39987,129.15198
2024-11-06 19:34:00,광주대구고속도로,교통사고,상행,0,흐림,96,0.0,0,36.04413,129.24904
2024-11-07 05:21:00,동해고속도로,교통사고,하행,0,맑음,18,0.0,0,36.50686,128.85059
2024-11-07 09:10:00,광주대구고속도로,낙하물,하행,0,비,103,0.0,0,37.50843,128.35403
2024-11-07 16:31:00,중앙고속도로,기상악화,상행,0,맑음,79,0.0,0,37.59015,128.17544
2024-11-07 21:16:00,호남고속도로,낙하물,상행,1,흐림,122,0.66,1,36.31314,127.63031
2024-11-08 09:27:00,경부고속도로,교통사고,하행,2,맑음,57,1.64,2,36.72668,126.57215
2024-11-08 17:39:00,경부고속도로,낙하물,상행,2,흐림,61,1.968,2,34.96592,127.46534
2024-11-09 11:22:00,남해고속도로,교통사고,상행,1,맑음,50,0.68,1,34.58254,129.42127
2024-11-09 20:45:00,호남고속도로,교통사고,하행,1,흐림,104,0.66,1,37.38385,129.40122
2024-11-10 16:01:00,경부고속도로,낙하물,하행,0,맑음,150,0.0,0,35.56953,127.45824
2024-11-11 08:35:00,중부고속도로,공사,상행,1,안개,91,1.098,1,35.04429,127.27296
2024-11-11 20:44:00,광주대구고속도로,기상악화,하행,1,맑음,143,0.52,1,37.68407,127.29047
2024-11-12 07:37:00,영동고속도로,공사,하행,0,맑음,114,0.0,0,35.38446,128.22682
2024-11-12 18:39:00,동해고속도로,낙하물,하행,1,맑음,121,0.49,0,37.07749,127.50631
2024-11-13 04:14:00,중앙고속도로,공사,상행,2,안개,134,2.268,2,36.67075,126.76139
2024-11-13 19:03:00,통영대전고속도로,공사,상행,1,비,24,0.87,1,34.98958,127.83137
2024-11-14 05:10:00,서해안고속도로,차량고장,하행,2,흐림,19,1.776,2,35.21748,127.70752
2024-11-14 07:05:00,남해고속도로,공사,하행,1,맑음,143,0.68,1,37.73274,127.14507
2024-11-14 10:16:00,광주대구고속도로,기상악화,하행,0,안개,51,0.0,0,36.71359,128.10366
2024-11-14 14:38:00,경부고속도로,교통사고,상행,1,안개,37,1.476,1,37.66675,127.19607
2024-11-15 12:40:00,통영대전고속도로,교통사고,상행,0,안개,177,0.0,0,35.61991,126.89025
2024-11-15 18:03:00,중앙고속도로,기상악화,하행,0,맑음,147,0.0,0,38.15937,127.86893
2024-11-15 18:29:00,영동고속도로,기상악화,상행,1,맑음,147,0.77,1,38.02321,128.79641
2024-11-15 18:54:00,호남고속도로,교통사고,상행,1,눈,111,1.1,1,37.38649,127.29295
2024-11-15 22:26:00,호남고속도로,교통사고,상행,1,비,12,0.825,1,36.32394,128.35521
2024-11-16 08:57:00,광주대구고속도로,교통사고,상행,1,흐림,92,0.624,1,36.05414,128.84584
2024-11-16 18:55:00,중부고속도로,낙하물,상행,0,눈,92,0.0,0,38.17911,127.64847
2024-11-17 21:20:00,서해안고속도로,공사,하행,2,흐림,75,1.776,2,34.95373,128.06653
2024-11-18 09:48:00,통영대전고속도로,교통사고,상행,1,눈,31,1.16,1,35.017,128.92535
2024-11-18 16:32:00,중부고속도로,교통사고,상행,1,맑음,37,0.61,1,36.38815,126.7377
2024-11-18 16:34:00,중부고속도로,교통사고,하행,1,안개,86,1.098,1,36.07973,129.20818
2024-11-19 14:30:00,경부고속도로,교통사고,상행,0,맑음,93,0.0,0,37.59198,128.09396
2024-11-20 07:23:00,중부고속도로,교통사고,하행,0,흐림,166,0.0,0,38.14354,127.36968
2024-11-20 09:19:00,동해고속도로,교통사고,하행,0,흐림,176,0.0,0,36.33394,128.09759
2024-11-23 08:02:00,영동고속도로,공사,하행,0,흐림,19,0.0,0,34.84656,127.12451
2024-11-23 09:31:00,중부고속도로,교통사고,하행,2,눈,67,2.44,2,35.14435,127.6229
2024-11-23 15:53:00,광주대구고속도로,교통사고,하행,1,눈,77,1.04,1,35.81677,128.43187
2024-11-23 19:25:00,영동고속도로,교통사고,하행,0,안개,117,0.0,0,37.55068,129.15724
2024-11-23 21:02:00,광주대구고속도로,교통사고,하행,1,흐림,29,0.624,1,37.06476,128.66921
2024-11-24 13:21:00,통영대전고속도로,교통사고,상행,0,흐림,153,0.0,0,35.03668,127.20012
2024-11-24 15:34:00,호남고속도로,차량고장,하행,1,맑음,159,0.55,1,37.88504,127.81815
2024-11-24 23:10:00,광주대구고속도로,교통사고,하행,0,맑음,17,0.0,0,36.49467,128.81848
2024-11-25 13:49:00,동해고속도로,차량고장,하행,2,안개,117,1.764,2,37.12567,129.4804
2024-11-26 21:41:00,영동고속도로,기상악화,상행,0,안개,18,0.0,0,38.13121,129.01085
2024-11-26 22:15:00,호남고속도로,교통사고,하행,0,눈,89,0.0,0,35.08374,127.94811
2024-11-27 08:55:00,경부고속도로,공사,하행,0,맑음,77,0.0,0,37.8595,129.35884
2024-11-27 09:59:00,서해안고속도로,공사,하행,2,맑음,98,1.48,1,35.54469,128.49981
2024-11-27 11:35:00,중부고속도로,교통사고,하행,2,맑음,30,1.22,1,36.51989,127.63218
2024-11-27 15:11:00,호남고속도로,교통사고,상행,3,맑음,143,1.65,2,36.78193,127.48423
2024-11-27 15:37:00,중앙고속도로,교통사고,하행,0,맑음,60,0.0,0,35.48673,127.35516
2024-11-27 17:14:00,통영대전고속도로,공사,하행,0,흐림,11,0.0,0,36.53684,126.8914
2024-12-01 15:38:00,중앙고속도로,기상악화,하행,0,맑음,169,0.0,0,35.7464,127.25318
2024-12-02 07:20:00,경부고속도로,기상악화,상행,0,맑음,65,0.0,0,36.235,129.19908
2024-12-02 09:46:00,서해안고속도로,교통사고,하행,0,비,66,0.0,0,34.70643,128.13601
2024-12-02 11:50:00,영동고속도로,공사,상행,0,흐림,158,0.0,0,37.87907,128.29424
2024-12-02 18:23:00,경부고속도로,낙하물,하행,2,맑음,22,1.64,2,36.21852,127.93296
2024-12-02 18:54:00,중부고속도로,차량고장,하행,0,맑음,30,0.0,0,37.53302,128.35396
2024-12-03 08:57:00,동해고속도로,교통사고,하행,1,맑음,83,0.49,0,35.5942,128.33262
2024-12-03 15:38:00,남해고속도로,교통사고,상행,0,맑음,149,0.0,0,34.77471,128.53362
2024-12-03 22:52:00,호남고속도로,낙하물,상행,0,비,44,0.0,0,35.0317,127.96966
2024-12-05 04:32:00,경부고속도로,공사,상행,2,맑음,103,1.64,2,38.13948,126.86094
2024-12-06 15:41:00,중부고속도로,교통사고,하행,2,흐림,71,1.464,1,34.60327,128.08949
2024-12-07 01:10:00,호남고속도로,교통사고,상행,0,흐림,137,0.0,0,37.59077,127.39784
2024-12-07 10:47:00,호남고속도로,교통사고,상행,1,맑음,96,0.55,1,37.9066,129.1329
2024-12-07 18:02:00,중부고속도로,기상악화,상행,0,맑음,173,0.0,0,37.91732,127.94618
2024-12-07 18:02:00,경부고속도로,차량고장,하행,2,흐림,54,1.968,2,36.73181,126.98219
2024-12-07 18:56:00,서해안고속도로,공사,하행,0,맑음,63,0.0,0,35.91965,126.5544
2024-12-07 19:25:00,통영대전고속도로,교통사고,상행,1,맑음,72,0.58,1,36.37796,127.76705
2024-12-08 11:48:00,영동고속도로,교통사고,상행,0,맑음,176,0.0,0,36.19691,128.45937
2024-12-09 19:20:00,호남고속도로,교통사고,하행,2,흐림,60,1.32,1,38.03413,128.21729
2024-12-10 13:02:00,광주대구고속도로,교통사고,상행,1,흐림,109,0.624,1,36.18299,126.80808
2024-12-10 18:27:00,중앙고속도로,낙하물,하행,0,맑음,69,0.0,0,37.734,126.81686
2024-12-11 03:07:00,호남고속도로,공사,상행,1,비,143,0.825,1,36.89658,128.31755
2024-12-12 09:00:00,경부고속도로,공사,하행,1,안개,124,1.476,1,37.37701,129.49307
2024-12-12 09:06:00,경부고속도로,기상악화,하행,1,맑음,11,0.82,1,36.59387,128.0002
2024-12-12 09:49:00,남해고속도로,공사,상행,0,맑음,128,0.0,0,37.10065,128.82169
2024-12-12 16:04:00,중앙고속도로,교통사고,하행,1,눈,108,1.26,1,38.29509,129.40726
2024-12-13 07:13:00,동해고속도로,공사,하행,1,안개,164,0.882,1,37.05763,127.84789
2024-12-13 09:53:00,통영대전고속도로,공사,상행,2,안개,50,2.088,2,35.4993,127.41379
2024-12-13 11:59:00,중앙고속도로,교통사고,상행,0,맑음,112,0.0,0,37.10952,128.19453
2024-12-13 12:02:00,서해안고속도로,교통사고,상행,1,눈,64,1.48,1,38.4191,128.73607
2024-12-13 17:47:00,영동고속도로,낙하물,하행,1,흐림,159,0.924,1,35.11249,129.46159
2024-12-14 06:01:00,동해고속도로,교통사고,하행,1,비,115,0.735,1,35.10368,128.63413
2024-12-14 06:12:00,통영대전고속도로,기상악화,상행,0,비,95,0.0,0,36.73804,127.9302
2024-12-14 09:52:00,경부고속도로,교통사고,상행,1,안개,169,1.476,1,35.47992,127.28155
2024-12-15 07:59:00,광주대구고속도로,교통사고,상행,0,맑음,56,0.0,0,35.89451,128.32584
2024-12-15 15:19:00,호남고속도로,교통사고,하행,0,맑음,115,0.0,0,37.65288,128.70483
2024-12-15 21:24:00,중부고속도로,기상악화,하행,1,흐림,44,0.732,1,35.68435,126.84646
2024-12-16 03:37:00,남해고속도로,교통사고,하행,0,맑음,40,0.0,0,38.02339,128.64648
2024-12-16 08:57:00,서해안고속도로,기상악화,상행,3,비,96,3.33,2,37.98434,128.17499
2024-12-16 09:41:00,남해고속도로,기상악화,하행,2,맑음,70,1.36,1,35.12205,129.15174
2024-12-16 19:17:00,경부고속도로,교통사고,상행,0,맑음,100,0.0,0,36.04069,129.44355
2024-12-17 13:46:00,영동고속도로,공사,상행,0,맑음,98,0.0,0,37.08074,128.10871
2024-12-17 17:21:00,중부고속도로,낙하물,하행,1,흐림,80,0.732,1,37.26133,126.77441
2024-12-18 09:25:00,중부고속도로,낙하물,상행,1,맑음,176,0.61,1,37.42659,129.1081
2024-12-18 14:53:00,남해고속도로,공사,상행,1,맑음,168,0.68,1,38.09337,129.27635
2024-12-19 09:26:00,통영대전고속도로,공사,상행,1,맑음,57,0.58,1,37.14227,128.79935
2024-12-19 12:44:00,중부고속도로,교통사고,하행,1,눈,174,1.22,1,36.26791,128.56116
2024-12-19 17:16:00,광주대구고속도로,공사,상행,1,흐림,12,0.624,1,35.26758,126.68867
2024-12-19 17:48:00,서해안고속도로,차량고장,상행,0,맑음,97,0.0,0,38.46953,129.15692
2024-12-19 19:59:00,중부고속도로,교통사고,하행,0,흐림,59,0.0,0,37.71883,128.28618
2024-12-20 12:23:00,광주대구고속도로,공사,상행,0,흐림,148,0.0,0,36.45974,127.1868
2024-12-21 06:19:00,서해안고속도로,교통사고,상행,0,안개,169,0.0,0,36.83206,126.98457
2024-12-21 11:01:00,중부고속도로,공사,상행,1,흐림,155,0.732,1,36.96631,129.24149
2024-12-21 12:36:00,중부고속도로,공사,상행,2,흐림,45,1.464,1,36.96789,126.98145
2024-12-21 16:23:00,통영대전고속도로,교통사고,상행,0,맑음,83,0.0,0,36.25271,127.05262
2024-12-22 11:41:00,중앙고속도로,공사,하행,1,맑음,38,0.63,1,36.29468,126.61055
2024-12-22 17:25:00,중부고속도로,기상악화,하행,1,흐림,176,0.732,1,35.56465,127.10546
2024-12-22 19:34:00,호남고속도로,교통사고,상행,0,비,38,0.0,0,36.3121,126.93716
2024-12-22 19:38:00,광주대구고속도로,기상악화,하행,3,안개,80,2.808,2,38.19197,129.13378
2024-12-23 09:35:00,서해안고속도로,차량고장,하행,2,맑음,158,1.48,1,37.4082,128.79141
2024-12-23 09:51:00,영동고속도로,낙하물,하행,0,눈,51,0.0,0,37.5932,128.6706
2024-12-24 14:00:00,중앙고속도로,교통사고,하행,0,맑음,130,0.0,0,37.8842,128.08488
2024-12-24 19:26:00,호남고속도로,교통사고,하행,1,맑음,111,0.55,1,35.30656,128.47652
2024-12-25 07:54:00,중앙고속도로,교통사고,상행,1,흐림,48,0.756,1,37.33768,126.942
2024-12-26 18:06:00,중부고속도로,공사,상행,0,맑음,29,0.0,0,37.29978,129.28682
2024-12-27 19:11:00,영동고속도로,공사,하행,0,맑음,133,0.0,0,36.07999,127.45787
2024-12-27 22:49:00,중부고속도로,교통사고,상행,2,흐림,141,1.464,1,35.05841,129.34242
2024-12-28 13:44:00,영동고속도로,교통사고,하행,2,안개,97,2.772,2,35.59443,128.92615
2024-12-28 20:21:00,동해고속도로,기상악화,하행,0,맑음,141,0.0,0,38.28715,128.30431
